Supercharger,Street Address,City,State,city_state,Zip,Country,Stalls,GPS,Elev,Status,Open Date,Tesla,Thread
"Savannah, GA",400 Airways Avenue,Savannah,GA,Savannah_GA,31408,USA,6.0,"32.135507, -81.212767",6,Open,1/15/2014,http://www.teslamotors.com/findus/location/supercharger/savannahsupercharger,http://supercharge.info/service/supercharge/discuss?siteId=141
"Albert Lea, MN",811 East Plaza St,Albert Lea,MN,AlbertLea_MN,56007,USA,4.0,"43.68606, -93.357721",383,Open,1/15/2014,http://www.teslamotors.com/findus/location/supercharger/albertleasupercharger,http://supercharge.info/service/supercharge/discuss?siteId=152
"Holbrook, AZ",2096 Navajo Blvd,Holbrook,AZ,Holbrook_AZ,86025,USA,4.0,"34.922962, -110.145558","1,596",Open,1/15/2014,http://www.teslamotors.com/findus/location/supercharger/holbrooksupercharger,http://supercharge.info/service/supercharge/discuss?siteId=103
"Macedonia, OH",8210 Macedonia Commons Blvd,Macedonia,OH,Macedonia_OH,44056,USA,6.0,"41.313663, -81.517018",296,Open,1/15/2014,http://www.teslamotors.com/findus/location/supercharger/macedoniasupercharger,http://supercharge.info/service/supercharge/discuss?siteId=167
"Blanding, UT",12 N Grayson Pkwy,Blanding,UT,Blanding_UT,84511,USA,4.0,"37.625553, -109.473842","1,849",Open,1/13/2014,http://www.teslamotors.com/findus/location/supercharger/blandingsupercharger,http://supercharge.info/service/supercharge/discuss?siteId=188
"Maumee, OH",1391 Conant Street,Maumee,OH,Maumee_OH,43537,USA,6.0,"41.57835, -83.66465",192,Open,1/13/2014,http://www.teslamotors.com/findus/location/supercharger/maumeesupercharger,http://supercharge.info/service/supercharge/discuss?siteId=168
"Madison, WI",89 E Towne Mall,Madison,WI,Madison_WI,53704,USA,3.0,"43.12669, -89.306896",267,Open,1/13/2014,http://www.teslamotors.com/findus/location/supercharger/madisonsupercharger,http://supercharge.info/service/supercharge/discuss?siteId=202
"Somerset, PA",1030 North Center Avenue,Somerset,PA,Somerset_PA,15501,USA,6.0,"40.017383, -79.077117",640,Open,1/10/2014,http://www.teslamotors.com/findus/location/supercharger/somersetsupercharger,http://supercharge.info/service/supercharge/discuss?siteId=175
"Grand Junction, CO",2420 U.S. 6,Grand Junction,CO,GrandJunction_CO,81505,USA,6.0,"39.090758, -108.604325","1,386",Open,1/10/2014,http://www.teslamotors.com/findus/location/supercharger/grandjunctionsupercharger,http://supercharge.info/service/supercharge/discuss?siteId=126
"Flagstaff, AZ",2650 S Beulah Blvd,Flagstaff,AZ,Flagstaff_AZ,86001,USA,4.0,"35.174272, -111.66328","2,106",Open,1/10/2014,http://www.teslamotors.com/findus/location/supercharger/flagstaffsupercharger,http://supercharge.info/service/supercharge/discuss?siteId=101
"Farmington, NM",4200 Sierra Vista Dr,Farmington,NM,Farmington_NM,87402,USA,4.0,"36.766371, -108.144047","1,673",Open,1/10/2014,http://www.teslamotors.com/findus/location/supercharger/farmingtonsupercharger,http://supercharge.info/service/supercharge/discuss?siteId=155
"Gallup, NM",111 Twin Buttes Rd,Gallup,NM,Gallup_NM,87301,USA,4.0,"35.505278, -108.828094","1,970",Open,1/7/2014,http://www.teslamotors.com/findus/location/supercharger/gallupsupercharger,http://supercharge.info/service/supercharge/discuss?siteId=156
"East Greenwich, RI",1000 Division St,East Greenwich,RI,EastGreenwich_RI,2818,USA,8.0,"41.660517, -71.497242",73,Open,1/6/2014,http://www.teslamotors.com/findus/location/supercharger/eastgreenwichsupercharger,http://www.teslamotorsclub.com/forumdisplay.php/77-Charging-Standards-and-Infrastructure
"La Crosse, WI",2845 Midwest Dr,Onalaska,WI,Onalaska_WI,54650,USA,6.0,"43.879042, -91.188428",219,Open,1/5/2014,http://www.teslamotors.com/findus/location/supercharger/lacrossesupercharger,http://supercharge.info/service/supercharge/discuss?siteId=201
"St Augustine, FL","2700 State Road 16, Suite 200",St. Augustine,FL,St.Augustine_FL,32092,USA,6.0,"29.920735, -81.416337",14,Open,1/3/2014,http://www.teslamotors.com/findus/location/supercharger/staugustinesupercharger,http://supercharge.info/service/supercharge/discuss?siteId=139
"Murdo, SD",302 W 5th St,Murdo,SD,Murdo_SD,57559,USA,4.0,"43.886915, -100.716887",691,Open,12/31/2013,http://www.teslamotors.com/findus/location/supercharger/murdosupercharger,http://supercharge.info/service/supercharge/discuss?siteId=180
"Santee, SC",114 Bradford Blvd.,Santee,SC,Santee_SC,29142,USA,6.0,"33.485858, -80.475763",39,Open,12/27/2013,http://www.teslamotors.com/findus/location/supercharger/santeesupercharger,http://supercharge.info/service/supercharge/discuss?siteId=178
"Ellensburg, WA",1620 Canyon Rd,Ellensburg,WA,Ellensburg_WA,98926,USA,5.0,"46.976918, -120.54162",454,Open,12/23/2013,http://www.teslamotors.com/findus/location/supercharger/ellensburgsupercharger,http://supercharge.info/service/supercharge/discuss?siteId=197
"Detroit Lake, OR",210 D Street,Detroit,OR,Detroit_OR,97342,USA,6.0,"44.737025, -122.152108",492,Open,12/23/2013,http://www.teslamotors.com/findus/location/supercharger/detroitlakesupercharger,http://www.teslamotorsclub.com/forumdisplay.php/77-Charging-Standards-and-Infrastructure
"JFK Airport, NY",150th Ave and 147th St,Queens,NY,Queens_NY,11430,USA,4.0,"40.66319, -73.793192",3,Open,12/23/2013,http://www.teslamotors.com/findus/location/supercharger/jfksupercharger,http://supercharge.info/service/supercharge/discuss?siteId=161
"Highland Park (SC), IL",1200 Old Skokie Road,Highland Park,IL,HighlandPark_IL,60035,USA,4.0,"42.17434, -87.816626",195,Open,12/20/2013,http://www.teslamotors.com/findus/location/supercharger/highlandpark,http://supercharge.info/service/supercharge/discuss?siteId=144
"Lusk, WY",730 S. Main St,Lusk,WY,Lusk_WY,82225,USA,4.0,"42.75625, -104.45267","1,529",Open,12/19/2013,http://www.teslamotors.com/findus/location/supercharger/lusksupercharger,http://supercharge.info/service/supercharge/discuss?siteId=206
"Vacaville, CA",321 Nut Tree RD,Vacaville,CA,Vacaville_CA,95687,USA,8.0,"38.366645, -121.958136",34,Open,12/19/2013,http://www.teslamotors.com/findus/location/supercharger/vacavillesupercharger,http://supercharge.info/service/supercharge/discuss?siteId=124
"Mitchell, SD",1305 W. Havens Street,Mitchell,SD,Mitchell_SD,57301,USA,6.0,"43.701129, -98.0445",410,Open,12/18/2013,http://www.teslamotors.com/findus/location/supercharger/mitchellsupercharger,http://www.teslamotorsclub.com/forumdisplay.php/77-Charging-Standards-and-Infrastructure
"Mishawaka, IN",6501 Grape Rd,Mishawaka,IN,Mishawaka_IN,46545,USA,6.0,"41.7174, -86.1887",234,Open,12/11/2013,http://www.teslamotors.com/findus/location/supercharger/mishawakasupercharger,http://supercharge.info/service/supercharge/discuss?siteId=148
"Worthington, MN",1290 Ryan's Rd,Worthington,MN,Worthington_MN,56187,USA,6.0,"43.63385, -95.595647",478,Open,12/11/2013,http://www.teslamotors.com/findus/location/supercharger/worthingtonsupercharger,http://supercharge.info/service/supercharge/discuss?siteId=153
"Angola, IN",3855 Indiana Rte 127,Angola,IN,Angola_IN,46703,USA,6.0,"41.699048, -85.000326",329,Open,12/9/2013,http://www.teslamotors.com/findus/location/supercharger/angolasupercharger,http://supercharge.info/service/supercharge/discuss?siteId=147
"Mauston, WI",640 Mc Evoy St,Mauston,WI,Mauston_WI,53948,USA,6.0,"43.795551, -90.059358",265,Open,12/9/2013,http://www.teslamotors.com/findus/location/supercharger/maustonsupercharger,http://www.teslamotorsclub.com/forumdisplay.php/77-Charging-Standards-and-Infrastructure
"St. Joseph, MI",3260 Niles Rd,St. Joseph,MI,St.Joseph_MI,49085,USA,8.0,"42.056357, -86.456352",210,Open,11/26/2013,http://www.teslamotors.com/findus/location/supercharger/stjosephsupercharger,http://supercharge.info/service/supercharge/discuss?siteId=154
"Rapid City, SD",2200 N. Maple Ave,Rapid City,SD,RapidCity_SD,57701,USA,4.0,"44.105601, -103.212569","1,006",Open,11/25/2013,http://www.teslamotors.com/findus/location/supercharger/rapidcitysupercharger,http://www.teslamotorsclub.com/forumdisplay.php/77-Charging-Standards-and-Infrastructure
"Huntsville, TX",148 Interstate 45,Huntsville,TX,Huntsville_TX,77340,USA,6.0,"30.716158, -95.565944",123,Open,11/20/2013,http://www.teslamotors.com/findus/location/supercharger/huntsvillesupercharger,http://www.teslamotorsclub.com/forumdisplay.php/77-Charging-Standards-and-Infrastructure
"Folsom, CA",13000 Folsom Blvd,Folsom,CA,Folsom_CA,95630,USA,4.0,"38.64258, -121.18806",63,Open,11/19/2013,http://www.teslamotors.com/findus/location/supercharger/folsomsupercharger,http://www.teslamotorsclub.com/forumdisplay.php/77-Charging-Standards-and-Infrastructure
"Corsicana, TX",2035 Interstate 45 Frontage Rd,Corsicana,TX,Corsicana_TX,75109,USA,6.0,"32.068577, -96.448229",132,Open,11/15/2013,http://www.teslamotors.com/findus/location/supercharger/corsicanasupercharger,http://www.teslamotorsclub.com/forumdisplay.php/77-Charging-Standards-and-Infrastructure
"Quartzsite, AZ",1451 W Main St,Quartzsite,AZ,Quartzsite_AZ,85346,USA,8.0,"33.661314, -114.242174",280,Open,11/14/2013,http://www.teslamotors.com/findus/location/supercharger/quartzsitesupercharger,http://www.teslamotorsclub.com/forumdisplay.php/77-Charging-Standards-and-Infrastructure
"Rocky Mount, NC",651 N. Winstead Avenue,Rocky Mount,NC,RockyMount_NC,27804,USA,8.0,"35.972874, -77.84687",40,Open,11/8/2013,http://www.teslamotors.com/findus/location/supercharger/rockymountsupercharger,http://supercharge.info/service/supercharge/discuss?siteId=166
"Springfield, OR",919 Kruse Way,Springfield,OR,Springfield_OR,97477,USA,8.0,"44.082605, -123.037471",133,Open,11/2/2013,http://www.teslamotors.com/findus/location/supercharger/springfieldsupercharger,http://www.teslamotorsclub.com/forumdisplay.php/77-Charging-Standards-and-Infrastructure
"Glen Allen, VA",9860 Brook Rd,Glen Allen,VA,GlenAllen_VA,23059,USA,8.0,"37.669832, -77.461419",49,Open,10/24/2013,http://www.teslamotors.com/findus/location/supercharger/glenallensupercharger,http://www.teslamotorsclub.com/forumdisplay.php/77-Charging-Standards-and-Infrastructure
"Mt Shasta, CA",111 Morgan Way,Mt. Shasta,CA,Mt.Shasta_CA,96067,USA,4.0,"41.310233, -122.317278","1,066",Open,10/23/2013,http://www.teslamotors.com/findus/location/supercharger/mtshastasupercharger,http://www.teslamotorsclub.com/forumdisplay.php/77-Charging-Standards-and-Infrastructure
"Grants Pass, OR",1900 NW 6th St.,Grants Pass,OR,GrantsPass_OR,97526,USA,4.0,"42.460883, -123.324124",335,Open,10/22/2013,http://www.teslamotors.com/findus/location/supercharger/grantspasssupercharger,http://www.teslamotorsclub.com/forumdisplay.php/77-Charging-Standards-and-Infrastructure
"Corning, CA",950 Hwy 99,Corning,CA,Corning_CA,96021,USA,6.0,"39.926454, -122.198393",87,Open,10/18/2013,http://www.teslamotors.com/findus/location/supercharger/corningsupercharger,http://www.teslamotorsclub.com/forumdisplay.php/77-Charging-Standards-and-Infrastructure
"Burlington, NC",1080 Piper Ln,Burlington,NC,Burlington_NC,27215,USA,8.0,"36.07079, -79.511211",197,Open,10/16/2013,http://www.teslamotors.com/findus/location/supercharger/burlingtonncsupercharger,http://supercharge.info/service/supercharge/discuss?siteId=163
"Columbus, TX",2535 Texas 71,Columbus,TX,Columbus_TX,78934,USA,6.0,"29.690062, -96.537725",57,Open,10/7/2013,http://www.teslamotors.com/findus/location/supercharger/columbussupercharger,http://www.teslamotorsclub.com/forumdisplay.php/77-Charging-Standards-and-Infrastructure
"Silverthorne, CO",309 Rainbow Dr,Silverthorne,CO,Silverthorne_CO,80498,USA,8.0,"39.631457, -106.070816","2,670",Open,10/3/2013,http://www.teslamotors.com/findus/location/supercharger/silverthornesupercharger,http://www.teslamotorsclub.com/forumdisplay.php/77-Charging-Standards-and-Infrastructure
"Glenwood Springs, CO",125 Wulfsohn Rd,Glenwood Springs,CO,GlenwoodSprings_CO,81601,USA,6.0,"39.55268, -107.340168","1,762",Open,9/17/2013,http://www.teslamotors.com/findus/location/supercharger/glenwoodspringssupercharger,http://supercharge.info/service/supercharge/discuss?siteId=125
"Port Orange, FL",5302 S. Williamson Blvd,Port Orange,FL,PortOrange_FL,32128,USA,6.0,"29.108566, -81.034569",7,Open,9/13/2013,http://www.teslamotors.com/findus/location/supercharger/portorangesupercharger,http://www.teslamotorsclub.com/forumdisplay.php/77-Charging-Standards-and-Infrastructure
"Rockford, IL",7200 Harrison Ave,Rockford,IL,Rockford_IL,61112,USA,6.0,"42.243896, -88.978877",238,Open,9/12/2013,http://www.teslamotors.com/findus/location/supercharger/rockfordsupercharger,http://supercharge.info/service/supercharge/discuss?siteId=145
"Waco, TX",701 Interstate 35,Bellmead,TX,Bellmead_TX,76705,USA,8.0,"31.58224, -97.10915",124,Open,9/7/2013,http://www.teslamotors.com/findus/location/supercharger/wacosupercharger,http://www.teslamotorsclub.com/forumdisplay.php/77-Charging-Standards-and-Infrastructure
"Woodburn, OR",255 N Arney Rd,Woodburn,OR,Woodburn_OR,97071,USA,8.0,"45.15313, -122.881254",56,Open,8/28/2013,http://www.teslamotors.com/findus/location/supercharger/woodburnsupercharger,http://www.teslamotorsclub.com/forumdisplay.php/77-Charging-Standards-and-Infrastructure
"San Marcos, TX",3939 Interstate 35,San Marcos,TX,SanMarcos_TX,78666,USA,5.0,"29.827692, -97.979677",202,Open,8/20/2013,http://www.teslamotors.com/findus/location/supercharger/sanmarcossupercharger,http://www.teslamotorsclub.com/forumdisplay.php/77-Charging-Standards-and-Infrastructure
"Fremont, CA",45500 Fremont Blvd,Fremont,CA,Fremont_CA,94538,USA,12.0,"37.493447, -121.945654",6,Open,8/16/2013,http://www.teslamotors.com/findus/location/supercharger/fremont,http://supercharge.info/service/supercharge/discuss?siteId=114
"Fort Myers, FL",9903 Gulf Coast Main Street,Fort Myers,FL,FortMyers_FL,33913,USA,8.0,"26.48564, -81.787136",6,Open,7/25/2013,http://www.teslamotors.com/findus/location/supercharger/fortmyerssupercharger,http://www.teslamotorsclub.com/forumdisplay.php/77-Charging-Standards-and-Infrastructure
"Port St. Lucie, FL",1773 N.W. St. Lucie W. Boulevard,Port St. Lucie,FL,PortSt.Lucie_FL,34986,USA,8.0,"27.313023, -80.406688",8,Open,7/24/2013,http://www.teslamotors.com/findus/location/supercharger/portstluciesupercharger,http://www.teslamotorsclub.com/forumdisplay.php/77-Charging-Standards-and-Infrastructure
"Centralia, WA",1200 Lum Rd,Centralia,WA,Centralia_WA,98531,USA,10.0,"46.729732, -122.977454",56,Open,7/17/2013,http://www.teslamotors.com/findus/location/supercharger/centraliasupercharger,http://www.teslamotorsclub.com/forumdisplay.php/77-Charging-Standards-and-Infrastructure
"Buellton, CA",555 McMurray RD,Buellton,CA,Buellton_CA,93427,USA,8.0,"34.61456, -120.188387",114,Open,7/13/2013,http://www.teslamotors.com/findus/location/supercharger/buelltonsupercharger,http://www.teslamotorsclub.com/forumdisplay.php/77-Charging-Standards-and-Infrastructure
"Burlington, WA",9384 Old Highway 99,Burlington,WA,Burlington_WA,98233,USA,8.0,"48.509772, -122.338625",7,Open,7/13/2013,http://www.teslamotors.com/findus/location/supercharger/burlingtonsupercharger,http://www.teslamotorsclub.com/forumdisplay.php/77-Charging-Standards-and-Infrastructure
"Atascadero, CA",6950 El Camino Real,Atascadero,CA,Atascadero_CA,93422,USA,8.0,"35.48656, -120.66633",262,Open,7/3/2013,http://www.teslamotors.com/findus/location/supercharger/atascaderosupercharger,http://www.teslamotorsclub.com/forumdisplay.php/77-Charging-Standards-and-Infrastructure
"Normal, IL",Uptown Station Parking Deck 11 Uptown Circle,Normal,IL,Normal_IL,61761,USA,4.0,"40.508497, -88.985575",236,Open,6/26/2013,http://www.teslamotors.com/findus/location/supercharger/normalillinoissupercharger,http://supercharge.info/service/supercharge/discuss?siteId=146
"Darien, CT (north)",Connecticut Welcome Center,Darien,CT,Darien_CT,6820,USA,4.0,"41.080599, -73.461905",13,Open,6/19/2013,http://www.teslamotors.com/findus/location/supercharger/dariennorthsupercharger,http://www.teslamotorsclub.com/forumdisplay.php/77-Charging-Standards-and-Infrastructure
"Darien, CT (south)",I-95 South after exit 10,Darien,CT,Darien_CT,6820,USA,4.0,"41.068167, -73.504659",14,Open,6/19/2013,http://www.teslamotors.com/findus/location/supercharger/dariensouthsupercharger,http://www.teslamotorsclub.com/forumdisplay.php/77-Charging-Standards-and-Infrastructure
"Newark, DE",530 JFK Memorial Highway,Newark,DE,Newark_DE,19725,USA,12.0,"39.662313, -75.69198",18,Open,12/21/2012,http://www.teslamotors.com/findus/location/supercharger/newarksupercharger,http://supercharge.info/service/supercharge/discuss?siteId=135
"Milford, CT (north)",1 CT Turnpike N,Milford,CT,Milford_CT,6460,USA,2.0,"41.245814, -73.008988",19,Open,12/16/2012,http://www.teslamotors.com/findus/location/supercharger/milfordnorthsupercharger,http://www.teslamotorsclub.com/forumdisplay.php/77-Charging-Standards-and-Infrastructure
"Milford, CT (south)",1 CT Turnpike S,Milford,CT,Milford_CT,6460,USA,2.0,"41.246232, -73.010529",19,Open,12/16/2012,http://www.teslamotors.com/findus/location/supercharger/milfordsouthsupercharger,http://www.teslamotorsclub.com/forumdisplay.php/77-Charging-Standards-and-Infrastructure
"Barstow, CA",2812 Lenwood Rd,Barstow,CA,Barstow_CA,92311,USA,8.0,"34.849129, -117.085446",725,Open,11/19/2012,http://www.teslamotors.com/findus/location/supercharger/barstowsupercharger,http://supercharge.info/service/supercharge/discuss?siteId=109
"Tejon Ranch, CA",5602 Dennis McCarthy Dr,Lebec,CA,Lebec_CA,93243,USA,6.0,"34.98734, -118.94623",337,Open,11/19/2012,http://www.teslamotors.com/findus/location/supercharger/tejonranchsupercharger,http://www.teslamotorsclub.com/forumdisplay.php/77-Charging-Standards-and-Infrastructure
"Gilroy, CA",681 Leavesley Road,Gilroy,CA,Gilroy_CA,95020,USA,10.0,"37.02493, -121.56542",63,Open,11/19/2012,http://www.teslamotors.com/findus/location/supercharger/gilroysupercharger,http://www.teslamotorsclub.com/forumdisplay.php/77-Charging-Standards-and-Infrastructure
"Harris Ranch, CA",24505 W. Dorris Ave,Coalinga,CA,Coalinga_CA,93210,USA,10.0,"36.25415, -120.237896",139,Open,11/19/2012,http://www.teslamotors.com/findus/location/supercharger/harrisranchsupercharger,http://supercharge.info/service/supercharge/discuss?siteId=116
"Hawthorne, CA",1 Rocket Rd,Hawthorne,CA,Hawthorne_CA,90250,USA,12.0,"33.921068, -118.330054",18,Open,11/19/2012,http://www.teslamotors.com/findus/location/supercharger/losangelessupercharger,http://www.teslamotorsclub.com/forumdisplay.php/77-Charging-Standards-and-Infrastructure
"Riviere du Loup, QC","311, boul. Hotel-de-Ville",Riviere du Loup,QC,RiviereduLoup_QC,G5R 5S4,Canada,4.0,"47.820698, -69.556444",40,Permit,1/0/1900,http://www.teslamotors.com/findus/location/supercharger/undefined,http://supercharge.info/service/supercharge/discuss?siteId=607
"Eureka, CA","Bayshore Mall, 3300 Broadway St",Eureka,CA,Eureka_CA,95501,USA,8.0,"40.778787, -124.188448",6,Permit,1/0/1900,http://www.teslamotors.com/findus/location/supercharger/undefined,http://supercharge.info/service/supercharge/discuss?siteId=753
"Laurel, MD",14700 Baltimore Ave,Laurel,MD,Laurel_MD,20707,USA,8.0,"39.09506, -76.858193",55,Permit,1/0/1900,http://www.teslamotors.com/findus/location/supercharger/undefined,http://supercharge.info/service/supercharge/discuss?siteId=774
"Sulphur Springs, TX",300 Block of Tomlinson St,Sulphur Springs,TX,SulphurSprings_TX,75482,USA,8.0,"33.137078, -95.603048",151,Permit,1/0/1900,http://www.teslamotors.com/findus/location/supercharger/undefined,http://supercharge.info/service/supercharge/discuss?siteId=782
"Erie, PA",2225 Downs Dr,Erie,PA,Erie_PA,16509,USA,6.0,"42.049473, -80.086281",358,Permit,1/0/1900,http://www.teslamotors.com/findus/location/supercharger/undefined,http://supercharge.info/service/supercharge/discuss?siteId=786
"Lindale, TX",Collin Street Bakery 17044 I-20,Lindale,TX,Lindale_TX,75771,USA,8.0,"32.470709, -95.45098",167,Construction,1/0/1900,http://www.teslamotors.com/findus/location/supercharger/undefined,http://supercharge.info/service/supercharge/discuss?siteId=787
"Rolla, MO",1705 Martin Spring Dr,Rolla,MO,Rolla_MO,65401,USA,8.0,"37.939955, -91.802578",293,Permit,1/0/1900,http://www.teslamotors.com/findus/location/supercharger/undefined,http://supercharge.info/service/supercharge/discuss?siteId=791
"Peru, IL",1651 Midtown Rd,Peru,IL,Peru_IL,61354,USA,8.0,"41.347767, -89.126105",195,Permit,1/0/1900,http://www.teslamotors.com/findus/location/supercharger/undefined,http://supercharge.info/service/supercharge/discuss?siteId=794
"Santa Ana, CA",2800 N Main St,Santa Ana,CA,SantaAna_CA,92705,USA,12.0,"33.774811, -117.871671",47,Permit,1/0/1900,http://www.teslamotors.com/findus/location/supercharger/undefined,http://supercharge.info/service/supercharge/discuss?siteId=796
"Lima, MT","108 Bailey St,",Lima,MT,Lima_MT,59739,USA,6.0,"44.632745, -112.591203","1,912",Permit,1/0/1900,http://www.teslamotors.com/findus/location/supercharger/undefined,http://supercharge.info/service/supercharge/discuss?siteId=800
"Idaho Falls, ID",1490 Milligan Road,Idaho Falls,ID,IdahoFalls_ID,0,USA,6.0,"43.48473, -112.05128","1,426",Permit,1/0/1900,http://www.teslamotors.com/findus/location/supercharger/undefined,http://supercharge.info/service/supercharge/discuss?siteId=801
"Groveland, CA",11875 Ponderosa Ln,Groveland,CA,Groveland_CA,95321,USA,4.0,"37.8388, -120.2319",865,Permit,1/0/1900,http://www.teslamotors.com/findus/location/supercharger/undefined,http://supercharge.info/service/supercharge/discuss?siteId=804
"Fremont-2, CA",47400 Kato Rd,Fremont,CA,Fremont_CA,0,USA,20.0,"37.479048, -121.933194",7,Construction,1/0/1900,http://www.teslamotors.com/findus/location/supercharger/undefined,http://supercharge.info/service/supercharge/discuss?siteId=724
"Temecula, CA",40780 Ring Rd,Temecula,CA,Temecula_CA,92591,USA,10.0,"33.523222, -117.153291",324,Construction,1/0/1900,http://www.teslamotors.com/findus/location/supercharger/undefined,http://supercharge.info/service/supercharge/discuss?siteId=811
"Cisco, TX",16851 Interstate Highway 20,Cisco,TX,Cisco_TX,76437,USA,6.0,"32.373757, -99.008653",513,Permit,1/0/1900,http://www.teslamotors.com/findus/location/supercharger/undefined,http://supercharge.info/service/supercharge/discuss?siteId=812
"Southampton, NY",850 Southampton Bypass,Southampton,NY,Southampton_NY,11968,USA,6.0,"40.891923, -72.426968",14,Construction,1/0/1900,http://www.teslamotors.com/findus/location/supercharger/undefined,http://www.teslamotorsclub.com/forumdisplay.php/77-Charging-Standards-and-Infrastructure
"Napa, CA",Devlin Rd & Airport Blvd,Napa,CA,Napa_CA,94558,USA,8.0,"38.2356, -122.264",15,Construction,1/0/1900,http://www.teslamotors.com/findus/location/supercharger/undefined,http://supercharge.info/service/supercharge/discuss?siteId=491
"Santa Barbara, CA",400 Hitchcock Way,Santa Barbara,CA,SantaBarbara_CA,93105,USA,8.0,"34.433391, -119.745638",50,Permit,1/0/1900,http://www.teslamotors.com/findus/location/supercharger/undefined,http://supercharge.info/service/supercharge/discuss?siteId=671
"Tonopah, NV",201 N. Main St.,Tonopah,NV,Tonopah_NV,89049,USA,6.0,"38.069725, -117.232258","1,834",Permit,1/0/1900,http://www.teslamotors.com/findus/location/supercharger/undefined,http://supercharge.info/service/supercharge/discuss?siteId=740
"Placerville, CA",1200 Broadway,Placerville,CA,Placerville_CA,95667,USA,6.0,"38.730986, -120.787437",581,Permit,1/0/1900,http://www.teslamotors.com/findus/location/supercharger/undefined,http://supercharge.info/service/supercharge/discuss?siteId=741
"Catoosa, OK",19250 Timbercrest Cir,Catoosa,OK,Catoosa_OK,74015,USA,6.0,"36.167306, -95.766217",209,Permit,1/0/1900,http://www.teslamotors.com/findus/location/supercharger/undefined,http://supercharge.info/service/supercharge/discuss?siteId=742
"Crescent City, CA",1064 Front St,Crescent City,CA,CrescentCity_CA,95531,USA,6.0,"41.752546, -124.194827",4,Permit,1/0/1900,http://www.teslamotors.com/findus/location/supercharger/undefined,http://supercharge.info/service/supercharge/discuss?siteId=595
